id,original_language,original_title,overview,release_date,vote_average,director,genres,keywords,final,clean
673,en,Harry Potter and the Prisoner of Azkaban,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",2004-05-31,7.7,Alfonso Cuarón,Adventure Fantasy Family,flying traitor magic cutting the cord child hero broom sorcerer's apprentice school of witchcraft griffon black magic time travel best friend werewolf dark muggle aftercreditsstinger,flying traitor magic cutting the cord child hero broom sorcerer's apprentice school of witchcraft griffon black magic time travel best friend werewolf dark muggle aftercreditsstinger Adventure Fantasy Family Alfonso Cuarón,  fli traitor magic cut the cord child hero broom apprentic school of witchcraft griffon black magic time travel best friend werewolf dark muggl aftercreditssting adventur fantasi famili alfonso cuarón
6972,en,Australia,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand.",2008-11-18,6.3,Baz Luhrmann,Drama,missionary world war ii ranch australia british racist cattle drive aftercreditsstinger stampede waltzing matilda trampled to death,missionary world war ii ranch australia british racist cattle drive aftercreditsstinger stampede waltzing matilda trampled to death Drama Baz Luhrmann,  missionari world war ii ranch australia british racist cattl drive aftercreditssting stamped waltz matilda trampl to death drama baz luhrmann
82700,en,After Earth,"One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.",2013-05-30,5.0,M. Night Shyamalan,Science Fiction Action Adventure,dystopia,dystopia Science Fiction Action Adventure M. Night Shyamalan,  dystopia scienc fiction action adventur night shyamalan
10567,en,Dinosaur,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,2000-05-19,6.2,Ralph Zondag,Animation Family,cataclysm asteroid leader comet animation prehistoric prehistoric egg dinosaur nesting grounds prehistoric creature prehistoric adventure lemur prehistoric times,cataclysm asteroid leader comet animation prehistoric prehistoric egg dinosaur nesting grounds prehistoric creature prehistoric adventure lemur prehistoric times Animation Family Ralph Zondag,  cataclysm asteroid leader comet anim prehistor prehistor egg dinosaur nest ground prehistor creatur prehistor adventur lemur prehistor time anim famili ralph zondag
181533,en,Night at the Museum: Secret of the Tomb,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley (Ben Stiller) spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",2014-12-17,6.1,Shawn Levy,Adventure Comedy Fantasy Family,night watchman museum natural history history smithsonian,night watchman museum natural history history smithsonian Adventure Comedy Fantasy Family Shawn Levy,  night watchman museum natur histori histori smithsonian adventur comedi fantasi famili shawn levi
38055,en,Megamind,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",2010-10-28,6.7,Tom McGrath,Animation Action Comedy Family Science Fiction,saving the world date prison secret identity fish gun dna mayor anti hero rain museum one-sided love serum talking animal reporter duringcreditsstinger stronger villain,saving the world date prison secret identity fish gun dna mayor anti hero rain museum one-sided love serum talking animal reporter duringcreditsstinger stronger villain Animation Action Comedy Family Science Fiction Tom McGrath,  save the world date prison secret ident fish gun dna mayor anti hero rain museum love serum talk anim report duringcreditssting stronger villain anim action comedi famili scienc fiction tom mcgrath
671,en,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",2001-11-16,7.5,Chris Columbus,Adventure Fantasy Family,witch christmas party magic cutting the cord halloween child hero broom chosen one frog fantasy world based on young adult novel,witch christmas party magic cutting the cord halloween child hero broom chosen one frog fantasy world based on young adult novel Adventure Fantasy Family Chris Columbus,  witch christma parti magic cut the cord halloween child hero broom chosen one frog fantasi world base on young adult novel adventur fantasi famili chris columbus
49524,en,R.I.P.D.,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.,2013-07-18,5.4,Robert Schwentke,Fantasy Action Comedy Crime,gold police operation partner revenge undead ghost police department,gold police operation partner revenge undead ghost police department Fantasy Action Comedy Crime Robert Schwentke,  gold polic oper partner reveng undead ghost polic depart fantasi action comedi crime robert schwentk
22,en,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",2003-07-09,7.5,Gore Verbinski,Adventure Fantasy Action,exotic island blacksmith east india trading company gold marriage proposal mutiny jamaica skeleton daughter governor wooden eye gold coin pirate alcoholic swashbuckler caribbean aftercreditsstinger pirate ship capuchin monkey tortuga,exotic island blacksmith east india trading company gold marriage proposal mutiny jamaica skeleton daughter governor wooden eye gold coin pirate alcoholic swashbuckler caribbean aftercreditsstinger pirate ship capuchin monkey tortuga Adventure Fantasy Action Gore Verbinski,  exot island blacksmith east india trade compani gold marriag propos mutini jamaica skeleton daughter governor wooden eye gold coin pirat alcohol swashbuckl caribbean aftercreditssting pirat ship capuchin monkey tortuga adventur fantasi action gore verbinski
131631,en,The Hunger Games: Mockingjay - Part 1,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,2014-11-18,6.6,Francis Lawrence,Science Fiction Adventure Thriller,resistance post-apocalyptic dystopia war sequel female protagonist bow and arrow game future war revolt class prejudice human subjugation based on young adult novel,resistance post-apocalyptic dystopia war sequel female protagonist bow and arrow game future war revolt class prejudice human subjugation based on young adult novel Science Fiction Adventure Thriller Francis Lawrence,  resist dystopia war sequel femal protagonist bow and arrow game futur war revolt class prejudic human subjug base on young adult novel scienc fiction adventur thriller franci lawrenc
